date,store,item,quantity,price,total,original_price,corrected_price,price_was_total_flag
2025-05-05,Walmart,"Great Value Colby & Monterey Jack Cheese Snack, 9 oz Bag, 12 Cheese Sticks",1.0,3.4600,3.4600,3.46,3.4600,yes
2025-05-05,Walmart,"Crunchmaster Original Multi-Seed Crisps Gluten-Free Crackers, 4.5 oz. Foil Bag in Carboard Box",1.0,3.3700,3.3700,3.37,3.3700,yes
2025-05-05,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",2.0,4.1800,8.3600,8.36,4.1800,yes
2025-05-05,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.4800,4.4800,4.48,4.4800,yes
2025-05-05,Walmart,"Nature's Own 100% Whole Wheat, Whole Wheat Sandwich Bread, 20 oz Loaf, Shelf-Stable",2.0,3.6400,7.2800,7.28,3.6400,yes
2025-05-05,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,2.4800,2.4800,2.48,2.4800,yes
2025-05-13,Walmart,"DiGiorno Classic Crust Cheese Pizza, 19.1 oz (Frozen)",1.0,4.4600,4.4600,4.46,4.4600,yes
2025-05-13,Walmart,"Fresh Banana, Each",10.0,0.192,1.92,0.192,,no
2025-05-13,Walmart,"GoGo squeeZ Active Electrolyte No Sugar Added Strawberry Pineapple Orange Fruit Blend, 3.9 oz (10 Pack)",1.0,9.9800,9.9800,9.98,9.9800,yes
2025-05-13,Walmart,"McCormick 30% Less Sodium Taco Seasoning Mix, 1.0 oz Packet",1.0,0.9700,0.9700,0.97,0.9700,yes
2025-05-13,Walmart,"TAZO Classic Chai Latte Black Tea Concentrate, Made from Real Black Tea, 32oz Carton",1.0,5.4800,5.4800,5.48,5.4800,yes
2025-05-13,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",2.0,4.4800,8.9600,8.96,4.4800,yes
2025-05-13,Walmart,"Heinz Chili Sauce, 12 oz Bottle",1.0,3.1800,3.1800,3.18,3.1800,yes
2025-05-13,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,3.7600,3.7600,3.76,3.7600,yes
2025-05-13,Walmart,"HERSHEY’S a2 Milk® Chocolate 2% Reduced Fat Milk Boxes, 8 oz, 12-Pack",1.0,11.9800,11.9800,11.98,11.9800,yes
2025-05-13,Walmart,"Mission Super Soft Flour Tortillas, Soft Taco Size, 10 Count",2.0,2.4700,4.9400,4.94,2.4700,yes
2025-05-13,Walmart,"Kraft Mexican Style Cheddar Jack Shredded Cheese, 16 oz Bag",2.0,4.9700,9.9400,9.94,4.9700,yes
2025-05-13,Walmart,"Great Value Original Sour Cream, 24 oz Tub",1.0,2.7400,2.7400,2.74,2.7400,yes
2025-05-13,Walmart,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",2.0,0.7600,1.5200,1.52,0.7600,yes
2025-05-13,Walmart,"Great Value Black Beans, 15 oz",2.0,0.8600,1.7200,1.72,0.8600,yes
2025-05-13,Walmart,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",2.0,0.9600,1.9200,1.92,0.9600,yes
2025-05-13,Walmart,"Great Value Cut Green Beans, 14.5 oz Can",2.0,0.7600,1.5200,1.52,0.7600,yes
2025-05-13,Walmart,"Great Value Concord Grape Jelly, 30 oz",1.0,2.7400,2.7400,2.74,2.7400,yes
2025-05-13,Walmart,"Great Value Fully Cooked Turkey Meatballs, 32 oz, Approximately 64 Meatballs (Frozen)",1.0,7.9600,7.9600,7.96,7.9600,yes
2025-05-13,Walmart,"DiGiorno Frozen Pizza, Rising Crust Ultimate Pepperoni with Cheese, 24.7 oz (Frozen)",1.0,5.9700,5.9700,5.97,5.9700,yes
2025-05-13,Walmart,"DiGiorno Stuffed Crust Cheese, Veggie, and Meat Supreme Pizza, 26.4 oz (Frozen)",1.0,8.4700,8.4700,8.47,8.4700,yes
2025-05-13,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-05-13,Walmart,Dave's Killer Bread® Thin Sliced 21 Whole Grains and Seeds Organic Bread 20.5 oz. Loaf,1.0,5.4700,5.4700,5.47,5.4700,yes
2025-05-13,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",2.0,3.4700,6.9400,6.94,3.4700,yes
2025-05-13,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.3400,2.3400,2.34,2.3400,yes
2025-05-13,Walmart,"Great Value Large White Eggs, 18 Count",2.0,5.8200,11.6400,11.64,5.8200,yes
2025-05-16,Walmart,"Fresh Banana, Each",10.0,0.246,2.46,0.246,,no
2025-05-16,Walmart,"McCormick 30% Less Sodium Taco Seasoning Mix, 1.0 oz Packet",1.0,0.9700,0.9700,0.97,0.9700,yes
2025-05-16,Walmart,Weiman Granite Cleaner & Polish - 16 Ounce,1.0,4.9700,4.9700,4.97,4.9700,yes
2025-05-16,Walmart,"Gatorade Thirst Quencher Cool Blue Sports Drinks, 12 fl oz, 12 Count Bottles",1.0,7.9800,7.9800,7.98,7.9800,yes
2025-05-16,Walmart,"Nature’s Miracle Dog Urine Remover Enzymatic Formula, for Carpet, Hard Floors, Fabric and Furniture, 24 oz.",1.0,11.9700,11.9700,11.97,11.9700,yes
2025-05-16,Walmart,"Combat Max Large Roach Killing Bait Stations, Child-resistant, 8 Count",1.0,8.1400,8.1400,8.14,8.1400,yes
2025-05-16,Walmart,"Scott 1000 Toilet Paper, 12 Rolls, 1,000 Sheets per Roll",1.0,11.2800,11.2800,11.28,11.2800,yes
2025-05-16,Walmart,"Honey Nut Cheerios, Heart Healthy Cereal, Affirmations Box, Family Size, 18.8 oz",1.0,4.9300,4.9300,4.93,4.9300,yes
2025-05-16,Walmart,"GoGo squeeZ Applesauce and Fruit Puree, Apple Apple Snack Pouches, 3.2 oz, 20 Pack",1.0,12.9800,12.9800,12.98,12.9800,yes
2025-05-16,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,3.7600,3.7600,3.76,3.7600,yes
2025-05-16,Walmart,"Crystal Geyser Alpine Spring Water, 1 Gallon Plastic Jug",1.0,1.4300,1.4300,1.43,1.4300,yes
2025-05-16,Walmart,"Great Value Kosher Spears Dill Pickle Fresh Pack, 24 fl oz Jar",1.0,2.3400,2.3400,2.34,2.3400,yes
2025-05-16,Walmart,"Great Value Large White Eggs, 18 Count",1.0,5.1200,5.1200,5.12,5.1200,yes
2025-05-16,Walmart,"Great Value Reduced Sodium Gluten-Free Chicken Broth, 32 oz Carton (Shelf-Stable)",2.0,1.5000,3.0000,3.0,1.5000,yes
2025-05-16,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.3400,2.3400,2.34,2.3400,yes
2025-05-16,Walmart,"Great Value Oven Roasted Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",1.0,5.9700,5.9700,5.97,5.9700,yes
2025-05-19,Walmart,"Fresh Red Seedless Grapes, Bag (2.25 lbs/Bag Est.)",1.0,4.1900,4.1900,4.19,4.1900,yes
2025-05-19,Walmart,"GoGo squeeZ Applesauce and Fruit Puree, Apple Apple Snack Pouches, 3.2 oz, 20 Pack",1.0,12.9800,12.9800,12.98,12.9800,yes
2025-05-19,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",1.0,4.4800,4.4800,4.48,4.4800,yes
2025-05-19,Walmart,"Bella Rosa Shredded Parmesan Cheese, Refrigerated 5 oz  Recyclable Plastic Cup",1.0,3.8200,3.8200,3.82,3.8200,yes
2025-05-19,Walmart,Chobani 20G Protein Low-Fat Greek Yogurt Drink Strawberries & Cream 10 fl oz Bottle,4.0,9.88,39.52,9.88,,no
2025-05-19,Walmart,"Nature's Own 100% Whole Wheat, Whole Wheat Sandwich Bread, 20 oz Loaf, Shelf-Stable",1.0,3.6400,3.6400,3.64,3.6400,yes
2025-05-19,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.4700,4.4700,4.47,4.4700,yes
2025-05-19,Walmart,"Stacy’s No Artificial Colors or Flavors Sea Salt Bagel Chips Bag, 7 oz​",1.0,3.9800,3.9800,3.98,3.9800,yes
2025-05-19,Walmart,"Vermont Creamery Blueberry, Lemon & Thyme Goat Cheese Log, 4 oz",1.0,3.9800,3.9800,3.98,3.9800,yes
2025-05-19,Walmart,"Great Value Large White Eggs, 18 Count",1.0,5.1200,5.1200,5.12,5.1200,yes
2025-05-19,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-05-19,Walmart,"Oikos Pro 23g Protein, Vanilla Yogurt-Cultured Ultra-Filtered Milk Product Tub, 32 oz​",2.0,13.06,26.12,13.06,,no
2025-05-19,Walmart,"Fresh Strawberries, 1 lb",1.0,2.1300,2.1300,2.13,2.1300,yes
2025-05-23,Walmart,"Fresh Red Seedless Grapes, Bag (2.25 lbs/Bag Est.)",1.0,5.3100,5.3100,5.31,5.3100,yes
2025-05-23,Walmart,"Fresh Banana, Each",6.0,0.225,1.35,0.225,,no
2025-05-23,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",2.0,4.4800,8.9600,8.96,4.4800,yes
2025-05-23,Walmart,"Heinz Chili Sauce, 12 oz Bottle",2.0,3.1800,6.3600,6.36,3.1800,yes
2025-05-23,Walmart,"OREO Double Stuf Chocolate Sandwich Cookies, Party Size, 24.95 oz",3.0,4.9700,14.9100,14.91,4.9700,yes
2025-05-23,Walmart,"Utz Honey Barbeque Potato Chips, Gluten-Free, Family Size, 7.75 oz Bag",3.0,2.5000,7.5000,7.5,2.5000,yes
2025-05-23,Walmart,"Heinz Tomato Ketchup, 32 oz Bottle",1.0,3.9700,3.9700,3.97,3.9700,yes
2025-05-23,Walmart,"Great Value Sweet Cream Unsalted Butter, 16 oz, 4 Sticks",1.0,3.9600,3.9600,3.96,3.9600,yes
2025-05-23,Walmart,"Pillsbury Cinnamon Rolls with Original Icing, Canned Pastry Dough, Value 2-Pack, 16 Rolls",2.0,4.9600,9.9200,9.92,4.9600,yes
2025-05-23,Walmart,"Crunchmaster Original Multi-Seed Crisps Gluten-Free Crackers, 4.5 oz. Foil Bag in Carboard Box",1.0,3.3700,3.3700,3.37,3.3700,yes
2025-05-23,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-05-23,Walmart,"Pace Chunky Medium Salsa, 16 oz Jar",1.0,2.8200,2.8200,2.82,2.8200,yes
2025-05-23,Walmart,"Gordo's Original Queso Cheese Dip, 16 oz, Refrigerated Dip",1.0,4.9800,4.9800,4.98,4.9800,yes
2025-05-23,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.7200,2.7200,2.72,2.7200,yes
2025-05-23,Walmart,"Great Value Large White Eggs, 36 Count",1.0,8.7200,8.7200,8.72,8.7200,yes
2025-05-23,Walmart,"Thomas' Light Multi-Grain English Muffins, 6 count, 100 Calories English Muffins, 12 oz Tray",3.0,3.4800,10.4400,10.44,3.4800,yes
2025-05-23,Walmart,"Ore-Ida Extra Crispy Fast Food French Fries French Fried Frozen Potatoes Value Size, 4 lb Bag",1.0,7.3700,7.3700,7.37,7.3700,yes
2025-05-23,Walmart,"Great Value Concord Grape Jelly, 30 oz",2.0,2.7400,5.4800,5.48,2.7400,yes
2025-05-23,Walmart,Utz Ripples Sour Cream & Onion Flavored Potato Chips 7.75 oz Family Size Bag,3.0,2.5000,7.5000,7.5,2.5000,yes
2025-05-23,Walmart,"Utz Kettle Classics Salt & Malt Vinegar Potato Chips, Gluten-Free, 7.5 oz",2.0,2.5000,5.0000,5.0,2.5000,yes
2025-05-23,Walmart,"Great Value Turkey Pepperoni Slices, 5 oz",1.0,2.9800,2.9800,2.98,2.9800,yes
2025-05-23,Walmart,"Hillshire Farm Ultra Thin Oven Roasted Turkey Breast Lunchmeat, 16 oz Plastic Tub, Refrigerated",3.0,6.2700,18.8100,18.81,6.2700,yes
2025-05-23,Walmart,"Duke's Mayonnaise, Light Mayo - 18 oz Squeeze",1.0,4.4400,4.4400,4.44,4.4400,yes
2025-05-23,Walmart,"Great Value Mild Cheddar Deli Style Sliced Cheese, 8 oz Package, 12 Slices",3.0,1.9700,5.9100,5.91,1.9700,yes
2025-05-23,Walmart,"Olé Mexican Foods Xtreme Wellness High Fiber Keto Certified Flour Tortilla Wraps, 12.7 oz, 8 Count",2.0,4.3700,8.7400,8.74,4.3700,yes
2025-05-23,Walmart,"Martin's Hoagie Rolls, 6 count",3.0,4.2600,12.7800,12.78,4.2600,yes
2025-05-23,Walmart,"Fresh Strawberries, 1 lb",2.0,2.1600,4.3200,4.32,2.1600,yes
2025-05-23,Walmart,"(2 pack) Capri Sun Fruit Punch Juice Box Pouches, 10 ct Box, 6 fl oz Pouches",1.0,5.3600,5.3600,5.36,5.3600,yes
2025-05-27,Walmart,"TPH BY TARAJI Hustle & Co Hydrating Co Wash Cleansing Hair Conditioner | Coily & Curly Hair | All Genders, 12 oz.",2.0,9.9700,19.9400,19.94,9.9700,yes
2025-05-27,Walmart,"McCormick 30% Less Sodium Taco Seasoning Mix, 1.0 oz Packet",2.0,0.9700,1.9400,1.94,0.9700,yes
2025-05-27,Walmart,"TPH BY TARAJI Make it Rain Hydrating Deep Conditioner With Aloe Vera, Avocado Oil, & Moringa Oil For All Hair Types | Detangler For Curly, Coily & Wavy Hair | Color Safe & Sulfate Free, 12 oz.",2.0,9.9700,19.9400,19.94,9.9700,yes
2025-05-27,Walmart,"Kraft Mexican Style Cheddar Jack Shredded Cheese, 16 oz Bag",2.0,4.9700,9.9400,9.94,4.9700,yes
2025-05-27,Walmart,"Mission Super Soft Flour Tortillas, Soft Taco Size, 10 Count",2.0,2.4700,4.9400,4.94,2.4700,yes
2025-05-27,Walmart,"Great Value Organic Reduced Sodium Gluten-Free Chicken Broth, 32 oz Carton (Shelf-Stable)",1.0,1.9800,1.9800,1.98,1.9800,yes
2025-05-27,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.4700,4.4700,4.47,4.4700,yes
2025-05-27,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,3.2600,3.2600,3.26,3.2600,yes
2025-05-27,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,3.7600,3.7600,3.76,3.7600,yes
2025-05-27,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-05-27,Walmart,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",2.0,0.7600,1.5200,1.52,0.7600,yes
2025-05-27,Walmart,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",2.0,0.9600,1.9200,1.92,0.9600,yes
2025-05-27,Walmart,"Great Value Black Beans, 15 oz",2.0,0.8600,1.7200,1.72,0.8600,yes
2025-06-02,Walmart,SunButter Original Sunflower Seed Butter 16 oz Jar,1.0,6.9800,6.9800,6.98,6.9800,yes
2025-06-02,Walmart,"Great Value Fresh Frozen Broccoli Cuts, 32 oz Steamable Bag",1.0,2.2800,2.2800,2.28,2.2800,yes
2025-06-02,Walmart,"Fresh Red Seedless Grapes, Bag (2.25 lbs/Bag Est.)",1.0,5.2300,5.2300,5.23,5.2300,yes
2025-06-02,Walmart,"Fresh Banana, Each",5.0,0.176,0.88,0.176,,no
2025-06-02,Walmart,"Snack Factory Original Pretzel Crisps, Non-GMO, 14 oz Party Size Bag",1.0,5.3200,5.3200,5.32,5.3200,yes
2025-06-02,Walmart,"GoGo squeeZ Active Electrolyte No Sugar Added Strawberry Pineapple Orange Fruit Blend, 3.9 oz (10 Pack)",1.0,9.9800,9.9800,9.98,9.9800,yes
2025-06-02,Walmart,"Heinz Chili Sauce, 12 oz Bottle",1.0,3.1800,3.1800,3.18,3.1800,yes
2025-06-02,Walmart,"Kodiak Protein-Packed Power Cakes Buttermilk Pancake and Waffle Mix, 20 oz Box",1.0,5.72,5.72,5.72,,no
2025-06-02,Walmart,"DiGiorno Stuffed Crust Cheese, Veggie, and Meat Supreme Pizza, 26.4 oz (Frozen)",1.0,8.4700,8.4700,8.47,8.4700,yes
2025-06-02,Walmart,"Sabra Classic Original Fresh Hummus Dip, Non-GMO, Gluten Free, Vegan Hummus Spread, 10 oz Tub",1.0,3.9700,3.9700,3.97,3.9700,yes
2025-06-02,Walmart,"Great Value Cut Green Beans, 14.5 oz Can",2.0,0.7600,1.5200,1.52,0.7600,yes
2025-06-02,Walmart,"Great Value Concord Grape Jelly, 30 oz",1.0,2.7400,2.7400,2.74,2.7400,yes
2025-06-02,Walmart,"Great Value Fully Cooked Turkey Meatballs, 32 oz, Approximately 64 Meatballs (Frozen)",1.0,7.9600,7.9600,7.96,7.9600,yes
2025-06-02,Walmart,"Great Value Reduced Sodium Gluten-Free Chicken Broth, 32 oz Carton (Shelf-Stable)",1.0,1.5000,1.5000,1.5,1.5000,yes
2025-06-02,Walmart,"Great Value Garlic Bread Sticks, 10.5 oz (Frozen)",1.0,2.2400,2.2400,2.24,2.2400,yes
2025-06-02,Walmart,"Classico Extra Creamy Alfredo Pasta Sauce, 15 oz Jar",3.0,2.9800,8.9400,8.94,2.9800,yes
2025-06-02,Walmart,"Great Value Fettuccine, 16 oz",2.0,0.9800,1.9600,1.96,0.9800,yes
2025-06-02,Walmart,"Pillsbury Grands! Southern Homestyle Buttermilk Biscuits, 2 Pack, 16 Biscuits, 32.6 oz",1.0,4.9600,4.9600,4.96,4.9600,yes
2025-06-02,Walmart,"Great Value Large White Eggs, 18 Count",1.0,4.3700,4.3700,4.37,4.3700,yes
2025-06-02,Walmart,"Jimmy Dean Premium Pork Regular Sausage Roll, 16 oz",1.0,4.6200,4.6200,4.62,4.6200,yes
2025-06-02,Walmart,"Great Value Reduced Calorie Sugar Free Syrup, 24 fl oz",1.0,2.3600,2.3600,2.36,2.3600,yes
2025-06-02,Walmart,"King's Hawaiian Original Hawaiian Sweet Dinner Rolls 24 Count, 24 oz, Shelf-Stable",2.0,7.8800,15.7600,15.76,7.8800,yes
2025-06-02,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",2.0,2.9400,5.8800,5.88,2.9400,yes
2025-06-02,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-06-02,Walmart,"Kraft Mexican Style Cheddar Jack Shredded Cheese, 16 oz Bag",1.0,4.9700,4.9700,4.97,4.9700,yes
2025-06-02,Walmart,"Great Value Muenster Deli Style Sliced Cheese, 8 oz, 12 Slices",2.0,1.9700,3.9400,3.94,1.9700,yes
2025-06-02,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",2.0,3.4200,6.8400,6.84,3.4200,yes
2025-06-02,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",2.0,3.7600,7.5200,7.52,3.7600,yes
2025-06-02,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.4600,2.4600,2.46,2.4600,yes
2025-06-02,Walmart,"Thomas' Light Multi-Grain English Muffins, 6 count, 100 Calories English Muffins, 12 oz Tray",1.0,3.4800,3.4800,3.48,3.4800,yes
2025-06-02,Walmart,"HERSHEY’S a2 Milk® Chocolate 2% Reduced Fat Milk Boxes, 8 oz, 12-Pack",1.0,11.9800,11.9800,11.98,11.9800,yes
2025-06-02,Walmart,"DiGiorno Classic Crust Cheese Pizza, 19.1 oz (Frozen)",2.0,4.4600,8.9200,8.92,4.4600,yes
2025-06-02,Walmart,"Fresh Strawberries, 2 lb, Container",1.0,4.1700,4.1700,4.17,4.1700,yes
2025-06-05,Walmart,"Fresh Banana, Each",10.0,0.186,1.86,0.186,,no
2025-06-05,Walmart,"Scott 1000 Toilet Paper, 12 Rolls, 1,000 Sheets per Roll",1.0,11.2800,11.2800,11.28,11.2800,yes
2025-06-05,Walmart,"Kraft Mexican Style Cheddar Jack Shredded Cheese, 16 oz Bag",1.0,4.9700,4.9700,4.97,4.9700,yes
2025-06-05,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.4700,4.4700,4.47,4.4700,yes
2025-06-05,Walmart,Chobani 20G Protein Low-Fat Greek Yogurt Drink Strawberries & Cream 10 fl oz Bottle,4.0,9.88,39.52,9.88,,no
2025-06-05,Walmart,Cabot Creamery Lowfat Plain Greek Yogurt 2 lb (Refrigerated Tub),1.0,4.12,4.12,4.12,,no
2025-06-05,Walmart,"Hillshire Farm Ultra Thin Oven Roasted Turkey Breast Lunchmeat, 16 oz Plastic Tub, Refrigerated",1.0,6.2700,6.2700,6.27,6.2700,yes
2025-06-05,Walmart,"Great Value Original Sour Cream, 24 oz Tub",1.0,2.7400,2.7400,2.74,2.7400,yes
2025-06-05,Walmart,"Swiffer Heavy Duty Mop Wet Multi-Surface Cloth Refills for Floor Mopping, Lavender, 20 Count",1.0,8.9400,8.9400,8.94,8.9400,yes
2025-06-05,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,3.2600,3.2600,3.26,3.2600,yes
2025-06-05,Walmart,"Fresh Cherubs Grape Tomatoes, 10 oz Package",1.0,2.4800,2.4800,2.48,2.4800,yes
2025-06-08,Walmart,"Fresh Banana, Each",10.0,0.248,2.48,0.248,,no
2025-06-08,Walmart,"McCormick 30% Less Sodium Taco Seasoning Mix, 1.0 oz Packet",1.0,0.9700,0.9700,0.97,0.9700,yes
2025-06-08,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",1.0,4.4800,4.4800,4.48,4.4800,yes
2025-06-08,Walmart,"Ken's Steak House® Creamy Caesar Salad Dressing, Topping & Spread 24 fl oz",1.0,4.6800,4.6800,4.68,4.6800,yes
2025-06-08,Walmart,"Pace Chunky Medium Salsa, 64 oz Bottle",1.0,7.9300,7.9300,7.93,7.9300,yes
2025-06-08,Walmart,"Snyder's of Hanover Pretzels, Braided Pretzel Twists Honey Wheat, 12 oz",1.0,3.6200,3.6200,3.62,3.6200,yes
2025-06-08,Walmart,"OREO Cakesters Soft Snack Cakes, 5 - 2.02 oz Snack Packs",1.0,3.9800,3.9800,3.98,3.9800,yes
2025-06-08,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2025-06-08,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,3.7600,3.7600,3.76,3.7600,yes
2025-06-08,Walmart,"Great Value Large White Eggs, 18 Count",1.0,4.3700,4.3700,4.37,4.3700,yes
2025-06-08,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",1.0,3.4200,3.4200,3.42,3.4200,yes
2025-06-08,Walmart,"Pepperidge Farm Raisin Cinnamon Swirl Breakfast Bread, 16 oz Loaf",1.0,3.4700,3.4700,3.47,3.4700,yes
2025-06-08,Walmart,"Thomas' Light Multi-Grain English Muffins, 6 count, 100 Calories English Muffins, 12 oz Tray",1.0,3.4800,3.4800,3.48,3.4800,yes
2025-06-08,Walmart,"Great Value Reduced Sodium Gluten-Free Chicken Broth, 32 oz Carton (Shelf-Stable)",1.0,1.5000,1.5000,1.5,1.5000,yes
2025-06-08,Walmart,"Mission Super Soft Flour Tortillas, Soft Taco Size, 10 Count",2.0,2.4700,4.9400,4.94,2.4700,yes
2025-06-08,Walmart,"Olé Mexican Foods Xtreme Wellness High Fiber Keto Certified Flour Tortilla Wraps, 12.7 oz, 8 Count",1.0,4.3700,4.3700,4.37,4.3700,yes
2025-06-08,Walmart,"Bella Rosa Shredded Parmesan Cheese, Refrigerated 5 oz  Recyclable Plastic Cup",1.0,3.8200,3.8200,3.82,3.8200,yes
2025-06-08,Walmart,Kraft Mexican Style Four Cheese Finely Shredded Natural Cheese 16oz Bag,2.0,4.9700,9.9400,9.94,4.9700,yes
2025-06-08,Walmart,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",2.0,0.9600,1.9200,1.92,0.9600,yes
2025-06-08,Walmart,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",2.0,0.7600,1.5200,1.52,0.7600,yes
2025-06-08,Walmart,La Banderita Yellow Corn Tortilla 30 Count,2.0,2.2800,4.5600,4.56,2.2800,yes
2025-06-08,Walmart,"Great Value Oven Roasted Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",2.0,5.9700,11.9400,11.94,5.9700,yes
2025-06-08,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.4600,2.4600,2.46,2.4600,yes
2025-06-08,Walmart,Cabot Creamery Cabot Whole Milk Plain Greek Yogurt 2 lb (Refrigerated  Tub),1.0,4.12,4.12,4.12,,no
2025-06-08,Walmart,"Fresh Romaine Lettuce Hearts 3 Count, Each",1.0,3.42,3.42,3.42,,no
2025-06-08,Walmart,"(4 pack) Old El Paso Mild Red Enchilada Sauce, 1 Ct., 10 oz.",1.0,7.9200,7.9200,7.92,7.9200,yes
2025-06-08,Walmart,"HERSHEY’S a2 Milk® Chocolate 2% Reduced Fat Milk Boxes, 8 oz, 12-Pack",1.0,11.9800,11.9800,11.98,11.9800,yes
2025-06-10,Walmart,"AIRFIRE H14 HEPA Air Purifiers for Home up to 2215 Sq.ft, Air Purifier for Allergies and Asthma, Pollen, Wildfire/Smoke, Pet Dander & Odor, Dust, AP304, White",1.0,81.4900,81.4900,81.49,81.4900,yes
2025-06-10,Walmart,"Soundcore AeroClip Open-Ear Earbuds, Midnight Black, Retail Packaging",1.0,149.9900,149.9900,149.99,149.9900,yes
2025-06-17,Walmart,"Fresh Banana, Each",10.0,0.096,0.96,0.096,,no
2025-06-17,Walmart,"LaCroix Black Razzberry Sparkling Water 8pk/12 fl oz Cans, 8 Pack (Quantity)",1.0,3.8400,3.8400,3.84,3.8400,yes
2025-06-17,Walmart,"TAZO Classic Chai Latte Black Tea Concentrate, Made from Real Black Tea, 32oz Carton",1.0,5.4800,5.4800,5.48,5.4800,yes
2025-06-17,Walmart,"Hellmann's Real Mayonnaise Rich Creamy Condiment Gluten Free, 20 oz Squeeze Bottle",1.0,5.9800,5.9800,5.98,5.9800,yes
2025-06-17,Walmart,"Olay Firming Body Lotion, Hydrating, Collagen, Pump 17 fl oz",1.0,9.9700,9.9700,9.97,9.9700,yes
2025-06-17,Walmart,SunButter Original Sunflower Seed Butter 16 oz Jar,1.0,6.9800,6.9800,6.98,6.9800,yes
2025-06-17,Walmart,"Planet Oat Oat Milk, Velvety & Smooth, Barista Lovers, 52 fl oz",1.0,3.3800,3.3800,3.38,3.3800,yes
2025-06-17,Walmart,"Gordo's Original Queso Cheese Dip, 16 oz, Refrigerated Dip",1.0,4.9800,4.9800,4.98,4.9800,yes
